Date Rated,Track Rating,Artist(s),Title,Preview Link
10/13/16,3 Stars (Fresh),Lemon D,What's Up?,<a href='https://youtube.com/embed/?listType=search&list=Lemon%20D%20What%27s%20Up?'>Play</a>
8/28/16,3 Stars (Fresh),Netsky,Forget What You Look Like (feat. Lowell) (Pola & Bryson Remix),<a href='https://youtube.com/embed/?listType=search&list=Netsky%20Forget%20What%20You%20Look%20Like%20(feat.%20Lowell)%20(Pola%20&%20Bryson%20Remix)'>Play</a>
8/28/16,3 Stars (Fresh),Spy feat. Ian Shaw,What The Future Holds,<a href='https://youtube.com/embed/?listType=search&list=Spy%20feat.%20Ian%20Shaw%20What%20The%20Future%20Holds'>Play</a>
8/28/16,4 Stars (Massive),Ed Rush & Nico,Technology (Boymerang remix),<a href='https://youtube.com/embed/?listType=search&list=Ed%20Rush%20&%20Nico%20Technology%20(Boymerang%20remix)'>Play</a>
8/28/16,4 Stars (Massive),Edlan,Rewind,<a href='https://youtube.com/embed/?listType=search&list=Edlan%20Rewind'>Play</a>
8/28/16,4 Stars (Massive),Edlan Ft. Emy Perez,Shadow,<a href='https://youtube.com/embed/?listType=search&list=Edlan%20Ft.%20Emy%20Perez%20Shadow'>Play</a>
8/28/16,4 Stars (Massive),Etherwood,Falling out of Consciousness (Keeno Remix),<a href='https://youtube.com/embed/?listType=search&list=Etherwood%20Falling%20out%20of%20Consciousness%20(Keeno%20Remix)'>Play</a>
8/28/16,4 Stars (Massive),Kasper & Cosmology,Suve La Musica (Kasper VIP Mix),<a href='https://youtube.com/embed/?listType=search&list=Kasper%20&%20Cosmology%20Suve%20La%20Musica%20(Kasper%20VIP%20Mix)'>Play</a>
8/28/16,4 Stars (Massive),Mr Joseph & MJT,Let Yourself Go,<a href='https://youtube.com/embed/?listType=search&list=Mr%20Joseph%20&%20MJT%20Let%20Yourself%20Go'>Play</a>
8/28/16,4 Stars (Massive),Random Movement feat. Jaybee & Adrienne Richards,Soul On Fire,<a href='https://youtube.com/embed/?listType=search&list=Random%20Movement%20feat.%20Jaybee%20&%20Adrienne%20Richards%20Soul%20On%20Fire'>Play</a>
8/28/16,3 Stars (Fresh),Boymerang,You Like It Like That,<a href='https://youtube.com/embed/?listType=search&list=Boymerang%20You%20Like%20It%20Like%20That'>Play</a>
8/28/16,3 Stars (Fresh),Boymerang,Blue Notes,<a href='https://youtube.com/embed/?listType=search&list=Boymerang%20Blue%20Notes'>Play</a>
8/28/16,3 Stars (Fresh),High Performance,Fantasy,<a href='https://youtube.com/embed/?listType=search&list=High%20Performance%20Fantasy'>Play</a>
8/28/16,3 Stars (Fresh),Intense,Motions (VIP Mix),<a href='https://youtube.com/embed/?listType=search&list=Intense%20Motions%20(VIP%20Mix)'>Play</a>
8/28/16,3 Stars (Fresh),Intense,Para Time Continuem (VIP Dubplate Mix),<a href='https://youtube.com/embed/?listType=search&list=Intense%20Para%20Time%20Continuem%20(VIP%20Dubplate%20Mix)'>Play</a>
8/28/16,3 Stars (Fresh),J Brown & Messo,Cloudy Sky,<a href='https://youtube.com/embed/?listType=search&list=J%20Brown%20&%20Messo%20Cloudy%20Sky'>Play</a>
8/28/16,3 Stars (Fresh),Marcus Intalex,Make Way (Ft DRS),<a href='https://youtube.com/embed/?listType=search&list=Marcus%20Intalex%20Make%20Way%20(Ft%20DRS)'>Play</a>
8/28/16,3 Stars (Fresh),"Micken, Cityboy & Jaybee",Holdin On,<a href='https://youtube.com/embed/?listType=search&list=Micken%20%20Cityboy%20&%20Jaybee%20Holdin%20On'>Play</a>
8/28/16,3 Stars (Fresh),MLO,New Generation (Boymerang Mix),<a href='https://youtube.com/embed/?listType=search&list=MLO%20New%20Generation%20(Boymerang%20Mix)'>Play</a>
8/28/16,3 Stars (Fresh),Mr Joseph,Spinning Around (feat. J:S),<a href='https://youtube.com/embed/?listType=search&list=Mr%20Joseph%20Spinning%20Around%20(feat.%20J:S)'>Play</a>
8/28/16,3 Stars (Fresh),Nelver feat. Elleven,Crystal Soul,<a href='https://youtube.com/embed/?listType=search&list=Nelver%20feat.%20Elleven%20Crystal%20Soul'>Play</a>
8/28/16,3 Stars (Fresh),"Pennygiles, Phil Tangent",Lyra,<a href='https://youtube.com/embed/?listType=search&list=Pennygiles%20%20Phil%20Tangent%20Lyra'>Play</a>
8/28/16,3 Stars (Fresh),Silence Groove,Dissonance (Troubles),<a href='https://youtube.com/embed/?listType=search&list=Silence%20Groove%20Dissonance%20(Troubles)'>Play</a>
8/28/16,3 Stars (Fresh),Source Code DnB,Keep On Running (Jaybee Remix),<a href='https://youtube.com/embed/?listType=search&list=Source%20Code%20DnB%20Keep%20On%20Running%20(Jaybee%20Remix)'>Play</a>
8/18/16,4 Stars (Massive),Donnie Dubson & Fisherspooner,Nation Wide,<a href='https://youtube.com/embed/?listType=search&list=Donnie%20Dubson%20&%20Fisherspooner%20Nation%20Wide'>Play</a>
8/14/16,4 Stars (Massive),BCee & Villem,Karma,<a href='https://youtube.com/embed/?listType=search&list=BCee%20&%20Villem%20Karma'>Play</a>
8/14/16,4 Stars (Massive),Dexcell feat Charley Pinfold,Silence (The Vanguard Project remix),<a href='https://youtube.com/embed/?listType=search&list=Dexcell%20feat%20Charley%20Pinfold%20Silence%20(The%20Vanguard%20Project%20remix)'>Play</a>
8/14/16,4 Stars (Massive),Lm1 & AirStrike,Estus,<a href='https://youtube.com/embed/?listType=search&list=Lm1%20&%20AirStrike%20Estus'>Play</a>
8/14/16,4 Stars (Massive),Smote feat. Dina Eve,Feeling,<a href='https://youtube.com/embed/?listType=search&list=Smote%20feat.%20Dina%20Eve%20Feeling'>Play</a>
8/14/16,3 Stars (Fresh),Dub FX,Flow (Bcee & Villem Remix),<a href='https://youtube.com/embed/?listType=search&list=Dub%20FX%20Flow%20(Bcee%20&%20Villem%20Remix)'>Play</a>
8/14/16,3 Stars (Fresh),Lm1 & AirStrike,Torn Apart,<a href='https://youtube.com/embed/?listType=search&list=Lm1%20&%20AirStrike%20Torn%20Apart'>Play</a>
8/14/16,3 Stars (Fresh),Nathan Dalton,Love Song (Bcee and Villem Remix) [feat. Sloan],<a href='https://youtube.com/embed/?listType=search&list=Nathan%20Dalton%20Love%20Song%20(Bcee%20and%20Villem%20Remix)%20[feat.%20Sloan]'>Play</a>
8/14/16,3 Stars (Fresh),Pola & Bryson,Nerf,<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Nerf'>Play</a>
7/16/16,4 Stars (Massive),Electrosoul System,Timetraveller,<a href='https://youtube.com/embed/?listType=search&list=Electrosoul%20System%20Timetraveller'>Play</a>
7/16/16,4 Stars (Massive),Keeno,Step By Step (feat. Phase),<a href='https://youtube.com/embed/?listType=search&list=Keeno%20Step%20By%20Step%20(feat.%20Phase)'>Play</a>
7/16/16,4 Stars (Massive),Keeno,Etchings on a Glass Heart (feat. Alice Gasson),<a href='https://youtube.com/embed/?listType=search&list=Keeno%20Etchings%20on%20a%20Glass%20Heart%20(feat.%20Alice%20Gasson)'>Play</a>
7/16/16,4 Stars (Massive),Lynch Kingsley,Eden,<a href='https://youtube.com/embed/?listType=search&list=Lynch%20Kingsley%20Eden'>Play</a>
7/16/16,3 Stars (Fresh),Aural Blueprint,Reminisce,<a href='https://youtube.com/embed/?listType=search&list=Aural%20Blueprint%20Reminisce'>Play</a>
7/16/16,3 Stars (Fresh),Bachelors of Science,Satisfy (BCee & Villem Remix),<a href='https://youtube.com/embed/?listType=search&list=Bachelors%20of%20Science%20Satisfy%20(BCee%20&%20Villem%20Remix)'>Play</a>
7/16/16,3 Stars (Fresh),Brian Brainstorm,Badmanselector,<a href='https://youtube.com/embed/?listType=search&list=Brian%20Brainstorm%20Badmanselector'>Play</a>
7/16/16,3 Stars (Fresh),Conspire,Inbetween,<a href='https://youtube.com/embed/?listType=search&list=Conspire%20Inbetween'>Play</a>
7/16/16,3 Stars (Fresh),Conspire,Rollin,<a href='https://youtube.com/embed/?listType=search&list=Conspire%20Rollin'>Play</a>
7/16/16,3 Stars (Fresh),Gradual,Falling Pieces,<a href='https://youtube.com/embed/?listType=search&list=Gradual%20Falling%20Pieces'>Play</a>
7/16/16,3 Stars (Fresh),Keeno,Lifeline (feat. Oscar Corney),<a href='https://youtube.com/embed/?listType=search&list=Keeno%20Lifeline%20(feat.%20Oscar%20Corney)'>Play</a>
7/16/16,3 Stars (Fresh),NCT,Closure (feat. Anna-Eva),<a href='https://youtube.com/embed/?listType=search&list=NCT%20Closure%20(feat.%20Anna-Eva)'>Play</a>
7/16/16,3 Stars (Fresh),Roy Green & Protone,Thinking Of You,<a href='https://youtube.com/embed/?listType=search&list=Roy%20Green%20&%20Protone%20Thinking%20Of%20You'>Play</a>
7/16/16,3 Stars (Fresh),RoyGreen & Protone & Double Jeu & Sam,Thoughts for Your Thinking,<a href='https://youtube.com/embed/?listType=search&list=RoyGreen%20&%20Protone%20&%20Double%20Jeu%20&%20Sam%20Thoughts%20for%20Your%20Thinking'>Play</a>
7/8/16,3 Stars (Fresh),Pola & Bryson,Stolen Glances ft. Sammie Bella (Phaction Remix),<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Stolen%20Glances%20ft.%20Sammie%20Bella%20(Phaction%20Remix)'>Play</a>
7/8/16,5 Stars (Epic),Pola & Bryson,Things I Do,<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Things%20I%20Do'>Play</a>
7/8/16,4 Stars (Massive),Melinki & Richard Dower,Where Did It All Go Wrong (feat Damien Soul,<a href='https://youtube.com/embed/?listType=search&list=Melinki%20&%20Richard%20Dower%20Where%20Did%20It%20All%20Go%20Wrong%20(feat%20Damien%20Soul'>Play</a>
7/8/16,3 Stars (Fresh),BCee,Sun Goes Down feat. Saint Louis (Pola & Bryson Remix),<a href='https://youtube.com/embed/?listType=search&list=BCee%20Sun%20Goes%20Down%20feat.%20Saint%20Louis%20(Pola%20&%20Bryson%20Remix)'>Play</a>
7/8/16,3 Stars (Fresh),CONFZ,Raindrops (feat. Jamilah Barry) [Pola & Bryson Remix],<a href='https://youtube.com/embed/?listType=search&list=CONFZ%20Raindrops%20(feat.%20Jamilah%20Barry)%20[Pola%20&%20Bryson%20Remix]'>Play</a>
7/8/16,3 Stars (Fresh),Etherwood,You'll Always Be a Part of Me (Pola & Bryson Remix),<a href='https://youtube.com/embed/?listType=search&list=Etherwood%20You%27ll%20Always%20Be%20a%20Part%20of%20Me%20(Pola%20&%20Bryson%20Remix)'>Play</a>
7/8/16,3 Stars (Fresh),Pola & Bryson,Walk Away,<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Walk%20Away'>Play</a>
7/8/16,3 Stars (Fresh),Pola & Bryson,Paper Booklet,<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Paper%20Booklet'>Play</a>
7/8/16,3 Stars (Fresh),Pola & Bryson,Open My Eyes (The Vanguard Project Remix) [feat. MVE],<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Open%20My%20Eyes%20(The%20Vanguard%20Project%20Remix)%20[feat.%20MVE]'>Play</a>
7/7/16,3 Stars (Fresh),Cid Poitier,Righteousness,<a href='https://youtube.com/embed/?listType=search&list=Cid%20Poitier%20Righteousness'>Play</a>
7/7/16,3 Stars (Fresh),Cid Poitier,Hear Dis,<a href='https://youtube.com/embed/?listType=search&list=Cid%20Poitier%20Hear%20Dis'>Play</a>
7/7/16,3 Stars (Fresh),Cid Poitier,Afrique,<a href='https://youtube.com/embed/?listType=search&list=Cid%20Poitier%20Afrique'>Play</a>
7/7/16,3 Stars (Fresh),Cid Poitier,Ramping,<a href='https://youtube.com/embed/?listType=search&list=Cid%20Poitier%20Ramping'>Play</a>
7/7/16,3 Stars (Fresh),Jenna G,Woe (D Kay Rmx),<a href='https://youtube.com/embed/?listType=search&list=Jenna%20G%20Woe%20(D%20Kay%20Rmx)'>Play</a>
7/7/16,3 Stars (Fresh),Phat Playaz,Summer Smiles,<a href='https://youtube.com/embed/?listType=search&list=Phat%20Playaz%20Summer%20Smiles'>Play</a>
7/7/16,3 Stars (Fresh),Phat Playaz,Date With You In The Next Life,<a href='https://youtube.com/embed/?listType=search&list=Phat%20Playaz%20Date%20With%20You%20In%20The%20Next%20Life'>Play</a>
7/7/16,3 Stars (Fresh),Phat Playaz,Good Day Me Lady,<a href='https://youtube.com/embed/?listType=search&list=Phat%20Playaz%20Good%20Day%20Me%20Lady'>Play</a>
6/26/16,3 Stars (Fresh),Delta Heavy,Reborn (June Miller Remix),<a href='https://youtube.com/embed/?listType=search&list=Delta%20Heavy%20Reborn%20(June%20Miller%20Remix)'>Play</a>
6/26/16,3 Stars (Fresh),Logistics,After Dark (Drum&Bass) Gruppa »Lomanyj bit«,<a href='https://youtube.com/embed/?listType=search&list=Logistics%20After%20Dark%20(Drum&Bass)%20Gruppa%20»Lomanyj%20bit«'>Play</a>
6/26/16,5 Stars (Epic),Fred V & Grafix,Ignite (feat. Amy J Pryce),<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Ignite%20(feat.%20Amy%20J%20Pryce)'>Play</a>
6/26/16,5 Stars (Epic),Fred V & Grafix,Vista,<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Vista'>Play</a>
6/26/16,4 Stars (Massive),Delta Heavy,City of Dreams,<a href='https://youtube.com/embed/?listType=search&list=Delta%20Heavy%20City%20of%20Dreams'>Play</a>
6/26/16,4 Stars (Massive),Dualistic & Subsequent,Sunrise,<a href='https://youtube.com/embed/?listType=search&list=Dualistic%20&%20Subsequent%20Sunrise'>Play</a>
6/26/16,4 Stars (Massive),Fred V & Grafix,Altitude (feat. Amy J Pryce),<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Altitude%20(feat.%20Amy%20J%20Pryce)'>Play</a>
6/26/16,4 Stars (Massive),Fred V & Grafix,Stay Here,<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Stay%20Here'>Play</a>
6/26/16,4 Stars (Massive),Fred V & Grafix,One of a Kind (feat. Tudor),<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20One%20of%20a%20Kind%20(feat.%20Tudor)'>Play</a>
6/26/16,4 Stars (Massive),Friction & Karma,No Return,<a href='https://youtube.com/embed/?listType=search&list=Friction%20&%20Karma%20No%20Return'>Play</a>
6/26/16,4 Stars (Massive),Larigold,Don't Stop,<a href='https://youtube.com/embed/?listType=search&list=Larigold%20Don%27t%20Stop'>Play</a>
6/26/16,3 Stars (Fresh),Anile,Don't Let Me In,<a href='https://youtube.com/embed/?listType=search&list=Anile%20Don%27t%20Let%20Me%20In'>Play</a>
6/26/16,3 Stars (Fresh),Anile,That Night (feat. Jess Brinham),<a href='https://youtube.com/embed/?listType=search&list=Anile%20That%20Night%20(feat.%20Jess%20Brinham)'>Play</a>
6/26/16,3 Stars (Fresh),BCee,Come And Join Us (Klute Remix),<a href='https://youtube.com/embed/?listType=search&list=BCee%20Come%20And%20Join%20Us%20(Klute%20Remix)'>Play</a>
6/26/16,3 Stars (Fresh),coco bryce,worries in da dance,<a href='https://youtube.com/embed/?listType=search&list=coco%20bryce%20worries%20in%20da%20dance'>Play</a>
6/26/16,3 Stars (Fresh),Commix,Painted Smile,<a href='https://youtube.com/embed/?listType=search&list=Commix%20Painted%20Smile'>Play</a>
6/26/16,3 Stars (Fresh),Delta Heavy,Cut Me,<a href='https://youtube.com/embed/?listType=search&list=Delta%20Heavy%20Cut%20Me'>Play</a>
6/26/16,3 Stars (Fresh),Delta Heavy,Reborn (ExtaX Edit),<a href='https://youtube.com/embed/?listType=search&list=Delta%20Heavy%20Reborn%20(ExtaX%20Edit)'>Play</a>
6/26/16,3 Stars (Fresh),Delta Heavy,Reborn,<a href='https://youtube.com/embed/?listType=search&list=Delta%20Heavy%20Reborn'>Play</a>
6/26/16,3 Stars (Fresh),Emperor,Dispositions (feat. Peta Oneir),<a href='https://youtube.com/embed/?listType=search&list=Emperor%20Dispositions%20(feat.%20Peta%20Oneir)'>Play</a>
6/26/16,3 Stars (Fresh),Fred V & Grafix,Like The Sun,<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Like%20The%20Sun'>Play</a>
6/26/16,3 Stars (Fresh),Fred V & Grafix,Nearly There,<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Nearly%20There'>Play</a>
6/26/16,3 Stars (Fresh),Fred V & Grafix,Rainbow Road,<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Rainbow%20Road'>Play</a>
6/26/16,3 Stars (Fresh),Fred V & Grafix,Oxygen,<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Oxygen'>Play</a>
6/26/16,3 Stars (Fresh),Fred V & Grafix,Electrify (feat. Amy J Pryce),<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Electrify%20(feat.%20Amy%20J%20Pryce)'>Play</a>
6/26/16,3 Stars (Fresh),Fred V & Grafix,Our Story (feat. Kele),<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Our%20Story%20(feat.%20Kele)'>Play</a>
6/26/16,3 Stars (Fresh),Fred V & Grafix,Living In the Past (feat. Dials),<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Living%20In%20the%20Past%20(feat.%20Dials)'>Play</a>
6/26/16,3 Stars (Fresh),Friske,Sustain,<a href='https://youtube.com/embed/?listType=search&list=Friske%20Sustain'>Play</a>
6/26/16,3 Stars (Fresh),Keeno,Eos,<a href='https://youtube.com/embed/?listType=search&list=Keeno%20Eos'>Play</a>
6/26/16,3 Stars (Fresh),Nymfo,Everyday Emotions,<a href='https://youtube.com/embed/?listType=search&list=Nymfo%20Everyday%20Emotions'>Play</a>
6/26/16,3 Stars (Fresh),Nymfo,Melting Pot (feat. Robert Manos),<a href='https://youtube.com/embed/?listType=search&list=Nymfo%20Melting%20Pot%20(feat.%20Robert%20Manos)'>Play</a>
6/26/16,3 Stars (Fresh),PA,Battle Of Witts (Boosta & Atmos T Remix),<a href='https://youtube.com/embed/?listType=search&list=PA%20Battle%20Of%20Witts%20(Boosta%20&%20Atmos%20T%20Remix)'>Play</a>
6/26/16,3 Stars (Fresh),Phil Tangent,Drawing You,<a href='https://youtube.com/embed/?listType=search&list=Phil%20Tangent%20Drawing%20You'>Play</a>
6/26/16,3 Stars (Fresh),SCAR,Yours (feat Orkyd - Drums VIP mix),<a href='https://youtube.com/embed/?listType=search&list=SCAR%20Yours%20(feat%20Orkyd%20-%20Drums%20VIP%20mix)'>Play</a>
6/26/16,3 Stars (Fresh),Source Direct,The Crane,<a href='https://youtube.com/embed/?listType=search&list=Source%20Direct%20The%20Crane'>Play</a>
6/26/16,3 Stars (Fresh),"Synth Sense, Anile, Rose",Seeking You,<a href='https://youtube.com/embed/?listType=search&list=Synth%20Sense%20%20Anile%20%20Rose%20Seeking%20You'>Play</a>
6/26/16,3 Stars (Fresh),Trifonic feat. BRML,Life In Here,<a href='https://youtube.com/embed/?listType=search&list=Trifonic%20feat.%20BRML%20Life%20In%20Here'>Play</a>
6/23/16,3 Stars (Fresh),Tokyo Prose,Small Gains,<a href='https://youtube.com/embed/?listType=search&list=Tokyo%20Prose%20Small%20Gains'>Play</a>
6/23/16,4 Stars (Massive),Chroma,Deja Vu,<a href='https://youtube.com/embed/?listType=search&list=Chroma%20Deja%20Vu'>Play</a>
6/23/16,4 Stars (Massive),Mako,Eyes Bloodshot Red,<a href='https://youtube.com/embed/?listType=search&list=Mako%20Eyes%20Bloodshot%20Red'>Play</a>
6/23/16,4 Stars (Massive),Pola & Bryson,Open My Eyes [feat. MVE] (Vanguard Project Remix),<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Open%20My%20Eyes%20[feat.%20MVE]%20(Vanguard%20Project%20Remix)'>Play</a>
6/23/16,3 Stars (Fresh),Ed:it,If And Only If,<a href='https://youtube.com/embed/?listType=search&list=Ed:it%20If%20And%20Only%20If'>Play</a>
6/23/16,3 Stars (Fresh),Maduk & Nymfo,Motions,<a href='https://youtube.com/embed/?listType=search&list=Maduk%20&%20Nymfo%20Motions'>Play</a>
6/23/16,3 Stars (Fresh),Marcus Intalex ft. DRS,Mixed Bag,<a href='https://youtube.com/embed/?listType=search&list=Marcus%20Intalex%20ft.%20DRS%20Mixed%20Bag'>Play</a>
6/23/16,3 Stars (Fresh),Total Science,Respect Due,<a href='https://youtube.com/embed/?listType=search&list=Total%20Science%20Respect%20Due'>Play</a>
6/23/16,3 Stars (Fresh),Total Science,Contraband,<a href='https://youtube.com/embed/?listType=search&list=Total%20Science%20Contraband'>Play</a>
6/21/16,3 Stars (Fresh),Artificial Intelligence,Is This Real,<a href='https://youtube.com/embed/?listType=search&list=Artificial%20Intelligence%20Is%20This%20Real'>Play</a>
6/21/16,3 Stars (Fresh),Artificial Intelligence,Scrolls (feat. Dawn Wall),<a href='https://youtube.com/embed/?listType=search&list=Artificial%20Intelligence%20Scrolls%20(feat.%20Dawn%20Wall)'>Play</a>
6/21/16,3 Stars (Fresh),Artificial Intelligence,Justify (feat. Terri Walker),<a href='https://youtube.com/embed/?listType=search&list=Artificial%20Intelligence%20Justify%20(feat.%20Terri%20Walker)'>Play</a>
6/17/16,4 Stars (Massive),Fred V & Grafix,Together We’re Lost (feat. Franko Fraize & Tone),<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Together%20We’re%20Lost%20(feat.%20Franko%20Fraize%20&%20Tone)'>Play</a>
6/17/16,4 Stars (Massive),Phil Tangent,As Much As I Can Take (feat Hannah Eve),<a href='https://youtube.com/embed/?listType=search&list=Phil%20Tangent%20As%20Much%20As%20I%20Can%20Take%20(feat%20Hannah%20Eve)'>Play</a>
6/17/16,4 Stars (Massive),Whiney,They Will Come (feat. Ed Tullett),<a href='https://youtube.com/embed/?listType=search&list=Whiney%20They%20Will%20Come%20(feat.%20Ed%20Tullett)'>Play</a>
